"row_kind","id","name","component","tier","purchase","from_level","to_level","credits_cost","data_cost","result_value","result_unit","total_power_mw","idle_draw_mw","power_delta_mw","psu_capacity_mw","psu_capacity_delta_mw","power_cost_per_second","listing_scope","notes"
"upgrade_tier","clock","Core Clock","cpu","12","11","11","12","3173","0","59.6","Hz core clock","64.317","","20.529","","","","expanded through catalog CPU clock level 36; in-game curve is uncapped","Per targeted core. All-core targeting multiplies cost and power delta by selected core count."
"upgrade_tier","clock","Core Clock","cpu","13","12","12","13","5457","0","86.4","Hz core clock","94.516","","30.199","","","","expanded through catalog CPU clock level 36; in-game curve is uncapped","Per targeted core. All-core targeting multiplies cost and power delta by selected core count."
"upgrade_tier","clock","Core Clock","cpu","14","13","13","14","9386","0","125.3","Hz core clock","139.015","","44.499","","","","expanded through catalog CPU clock level 36; in-game curve is uncapped","Per targeted core. All-core targeting multiplies cost and power delta by selected core count."
"upgrade_tier","clock","Core Clock","cpu","15","14","14","15","16144","0","181.6","Hz core clock","204.386","","65.371","","","","expanded through catalog CPU clock level 36; in-game curve is uncapped","Per targeted core. All-core targeting multiplies cost and power delta by selected core count."
"upgrade_tier","clock","Core Clock","cpu","16","15","15","16","27767","0","263.3","Hz core clock","300.623","","96.237","","","","expanded through catalog CPU clock level 36; in-game curve is uncapped","Per targeted core. All-core targeting multiplies cost and power delta by selected core count."
"upgrade_tier","clock","Core Clock","cpu","17","16","16","17","47759","0","381.8","Hz core clock","442.166","","141.543","","","","expanded through catalog CPU clock level 36; in-game curve is uncapped","Per targeted core. All-core targeting multiplies cost and power delta by selected core count."
"upgrade_tier","clock","Core Clock","cpu","18","17","17","18","82145","0","553.7","Hz core clock","650.273","","208.107","","","","expanded through catalog CPU clock level 36; in-game curve is uncapped","Per targeted core. All-core targeting multiplies cost and power delta by selected core count."
"upgrade_tier","clock","Core Clock","cpu","19","18","18","19","141290","0","802.8","Hz core clock","955.784","","305.511","","","","expanded through catalog CPU clock level 36; in-game curve is uncapped","Per targeted core. All-core targeting multiplies cost and power delta by selected core count."
"upgrade_tier","clock","Core Clock","cpu","20","19","19","20","243019","0","1164.1","Hz core clock","1404.463","","448.679","","","","expanded through catalog CPU clock level 36; in-game curve is uncapped","Per targeted core. All-core targeting multiplies cost and power delta by selected core count."
"upgrade_tier","clock","Core Clock","cpu","21","20","20","21","417993","0","1688","Hz core clock","2062.925","","658.462","","","","expanded through catalog CPU clock level 36; in-game curve is uncapped","Per targeted core. All-core targeting multiplies cost and power delta by selected core count."
"upgrade_tier","clock","Core Clock","cpu","22","21","21","22","718947","0","2447.5","Hz core clock","3028.606","","965.680","","","","expanded through catalog CPU clock level 36; in-game curve is uncapped","Per targeted core. All-core targeting multiplies cost and power delta by selected core count."
"upgrade_tier","clock","Core Clock","cpu","23","22","22","23","1236589","0","3548.9","Hz core clock","4444.672","","1416.066","","","","expanded through catalog CPU clock level 36; in-game curve is uncapped","Per targeted core. All-core targeting multiplies cost and power delta by selected core count."
"upgrade_tier","clock","Core Clock","cpu","24","23","23","24","2126933","0","5145.9","Hz core clock","6520.082","","2075.410","","","","expanded through catalog CPU clock level 36; in-game curve is uncapped","Per targeted core. All-core targeting multiplies cost and power delta by selected core count."
"upgrade_tier","clock","Core Clock","cpu","25","24","24","25","3658325","0","7461.6","Hz core clock","9560.803","","3040.721","","","","expanded through catalog CPU clock level 36; in-game curve is uncapped","Per targeted core. All-core targeting multiplies cost and power delta by selected core count."
"upgrade_tier","clock","Core Clock","cpu","26","25","25","26","6292319","0","10819.3","Hz core clock","14014.054","","4453.251","","","","expanded through catalog CPU clock level 36; in-game curve is uncapped","Per targeted core. All-core targeting multiplies cost and power delta by selected core count."
"upgrade_tier","clock","Core Clock","cpu","27","26","26","27","10822789","0","15688","Hz core clock","20533.989","","6519.935","","","","expanded through catalog CPU clock level 36; in-game curve is uncapped","Per targeted core. All-core targeting multiplies cost and power delta by selected core count."
"upgrade_tier","clock","Core Clock","cpu","28","27","27","28","18615198","0","22747.6","Hz core clock","30076.632","","9542.642","","","","expanded through catalog CPU clock level 36; in-game curve is uncapped","Per targeted core. All-core targeting multiplies cost and power delta by selected core count."
"upgrade_tier","clock","Core Clock","cpu","29","28","28","29","32018140","0","32984.1","Hz core clock","44039.333","","13962.701","","","","expanded through catalog CPU clock level 36; in-game curve is uncapped","Per targeted core. All-core targeting multiplies cost and power delta by selected core count."
"upgrade_tier","clock","Core Clock","cpu","30","29","29","30","55071201","0","47826.9","Hz core clock","64463.396","","20424.063","","","","expanded through catalog CPU clock level 36; in-game curve is uncapped","Per targeted core. All-core targeting multiplies cost and power delta by selected core count."
"upgrade_tier","clock","Core Clock","cpu","31","30","30","31","94722466","0","69349","Hz core clock","94331.310","","29867.915","","","","expanded through catalog CPU clock level 36; in-game curve is uncapped","Per targeted core. All-core targeting multiplies cost and power delta by selected core count."
"upgrade_tier","clock","Core Clock","cpu","32","31","31","32","162922642","0","100556","Hz core clock","137998.825","","43667.514","","","","expanded through catalog CPU clock level 36; in-game curve is uncapped","Per targeted core. All-core targeting multiplies cost and power delta by selected core count."
"upgrade_tier","clock","Core Clock","cpu","33","32","32","33","280226943","0","145806.2","Hz core clock","201826.831","","63828.006","","","","expanded through catalog CPU clock level 36; in-game curve is uncapped","Per targeted core. All-core targeting multiplies cost and power delta by selected core count."
"upgrade_tier","clock","Core Clock","cpu","34","33","33","34","481990343","0","211419","Hz core clock","295102.280","","93275.449","","","","expanded through catalog CPU clock level 36; in-game curve is uncapped","Per targeted core. All-core targeting multiplies cost and power delta by selected core count."
"upgrade_tier","clock","Core Clock","cpu","35","34","34","35","829023390","0","306557.6","Hz core clock","431382.336","","136280.056","","","","expanded through catalog CPU clock level 36; in-game curve is uncapped","Per targeted core. All-core targeting multiplies cost and power delta by selected core count."
"upgrade_tier","clock","Core Clock","cpu","36","35","35","36","1425920230","0","444508.5","Hz core clock","630454.416","","199072.080","","","","expanded through catalog CPU clock level 36; in-game curve is uncapped","Per targeted core. All-core targeting multiplies cost and power delta by selected core count."
"upgrade_tier","cache","Cache","cache","2","1","1","2","3","6","2","b cache capacity","0.166","","0.076","","","","expanded through catalog CPU cache level 28; in-game curve is uncapped","Per CPU package cache capacity."
"upgrade_tier","cache","Cache","cache","3","2","2","3","4","11","4","b cache capacity","0.249","","0.083","","","","expanded through catalog CPU cache level 28; in-game curve is uncapped","Per CPU package cache capacity."
"upgrade_tier","cache","Cache","cache","4","3","3","4","6","19","8","b cache capacity","0.338","","0.089","","","","expanded through catalog CPU cache level 28; in-game curve is uncapped","Per CPU package cache capacity."
"upgrade_tier","cache","Cache","cache","5","4","4","5","9","34","16","b cache capacity","0.431","","0.093","","","","expanded through catalog CPU cache level 28; in-game curve is uncapped","Per CPU package cache capacity."
"upgrade_tier","cache","Cache","cache","6","5","5","6","13","60","32","b cache capacity","0.527","","0.096","","","","expanded through catalog CPU cache level 28; in-game curve is uncapped","Per CPU package cache capacity."
"upgrade_tier","cache","Cache","cache","7","6","6","7","19","107","64","b cache capacity","0.626","","0.099","","","","expanded through catalog CPU cache level 28; in-game curve is uncapped","Per CPU package cache capacity."
"upgrade_tier","cache","Cache","cache","8","7","7","8","28","191","128","b cache capacity","0.728","","0.102","","","","expanded through catalog CPU cache level 28; in-game curve is uncapped","Per CPU package cache capacity."
"upgrade_tier","cache","Cache","cache","9","8","8","9","40","340","256","b cache capacity","0.832","","0.104","","","","expanded through catalog CPU cache level 28; in-game curve is uncapped","Per CPU package cache capacity."
"upgrade_tier","cache","Cache","cache","10","9","9","10","59","605","512","b cache capacity","0.938","","0.106","","","","expanded through catalog CPU cache level 28; in-game curve is uncapped","Per CPU package cache capacity."
"upgrade_tier","cache","Cache","cache","11","10","10","11","85","1076","1024","b cache capacity","1.046","","0.108","","","","expanded through catalog CPU cache level 28; in-game curve is uncapped","Per CPU package cache capacity."
"upgrade_tier","cache","Cache","cache","12","11","11","12","123","1916","2048","b cache capacity","1.156","","0.110","","","","expanded through catalog CPU cache level 28; in-game curve is uncapped","Per CPU package cache capacity."
"upgrade_tier","cache","Cache","cache","13","12","12","13","179","3410","4096","b cache capacity","1.268","","0.112","","","","expanded through catalog CPU cache level 28; in-game curve is uncapped","Per CPU package cache capacity."
"upgrade_tier","cache","Cache","cache","14","13","13","14","259","6070","8192","b cache capacity","1.381","","0.113","","","","expanded through catalog CPU cache level 28; in-game curve is uncapped","Per CPU package cache capacity."
"upgrade_tier","cache","Cache","cache","15","14","14","15","376","10805","16384","b cache capacity","1.495","","0.115","","","","expanded through catalog CPU cache level 28; in-game curve is uncapped","Per CPU package cache capacity."
"upgrade_tier","cache","Cache","cache","16","15","15","16","545","19232","32768","b cache capacity","1.611","","0.116","","","","expanded through catalog CPU cache level 28; in-game curve is uncapped","Per CPU package cache capacity."
"upgrade_tier","cache","Cache","cache","17","16","16","17","790","34233","65536","b cache capacity","1.729","","0.117","","","","expanded through catalog CPU cache level 28; in-game curve is uncapped","Per CPU package cache capacity."
"upgrade_tier","cache","Cache","cache","18","17","17","18","1146","60936","131072","b cache capacity","1.847","","0.119","","","","expanded through catalog CPU cache level 28; in-game curve is uncapped","Per CPU package cache capacity."
"upgrade_tier","cache","Cache","cache","19","18","18","19","1661","108465","262144","b cache capacity","1.967","","0.120","","","","expanded through catalog CPU cache level 28; in-game curve is uncapped","Per CPU package cache capacity."
"upgrade_tier","cache","Cache","cache","20","19","19","20","2408","193068","524288","b cache capacity","2.088","","0.121","","","","expanded through catalog CPU cache level 28; in-game curve is uncapped","Per CPU package cache capacity."
"upgrade_tier","cache","Cache","cache","21","20","20","21","3492","343662","1048576","b cache capacity","2.210","","0.122","","","","expanded through catalog CPU cache level 28; in-game curve is uncapped","Per CPU package cache capacity."
"upgrade_tier","cache","Cache","cache","22","21","21","22","5064","611718","2097152","b cache capacity","2.333","","0.123","","","","expanded through catalog CPU cache level 28; in-game curve is uncapped","Per CPU package cache capacity."
"upgrade_tier","cache","Cache","cache","23","22","22","23","7343","1088858","4194304","b cache capacity","2.457","","0.124","","","","expanded through catalog CPU cache level 28; in-game curve is uncapped","Per CPU package cache capacity."
"upgrade_tier","cache","Cache","cache","24","23","23","24","10647","1938167","8388608","b cache capacity","2.582","","0.125","","","","expanded through catalog CPU cache level 28; in-game curve is uncapped","Per CPU package cache capacity."
"upgrade_tier","cache","Cache","cache","25","24","24","25","15438","3449938","16777216","b cache capacity","2.707","","0.126","","","","expanded through catalog CPU cache level 28; in-game curve is uncapped","Per CPU package cache capacity."
"upgrade_tier","cache","Cache","cache","26","25","25","26","22385","6140890","33554432","b cache capacity","2.834","","0.127","","","","expanded through catalog CPU cache level 28; in-game curve is uncapped","Per CPU package cache capacity."
"upgrade_tier","cache","Cache","cache","27","26","26","27","32458","10930784","67108864","b cache capacity","2.962","","0.128","","","","expanded through catalog CPU cache level 28; in-game curve is uncapped","Per CPU package cache capacity."
"upgrade_tier","cache","Cache","cache","28","27","27","28","47064","19456795","134217728","b cache capacity","3.091","","0.129","","","","expanded through catalog CPU cache level 28; in-game curve is uncapped","Per CPU package cache capacity."
"upgrade_tier","cacheSpeed","Cache Speed","cache","2","1","1","2","2","0","1.5","Hz cache load rate","0.127","","0.037","","","","expanded through catalog CPU cache speed level 36; in-game curve is uncapped","Per CPU package cache speed."
"upgrade_tier","cacheSpeed","Cache Speed","cache","3","2","2","3","3","0","2.1","Hz cache load rate","0.167","","0.040","","","","expanded through catalog CPU cache speed level 36; in-game curve is uncapped","Per CPU package cache speed."
"upgrade_tier","cacheSpeed","Cache Speed","cache","4","3","3","4","4","0","3","Hz cache load rate","0.210","","0.043","","","","expanded through catalog CPU cache speed level 36; in-game curve is uncapped","Per CPU package cache speed."
"upgrade_tier","cacheSpeed","Cache Speed","cache","5","4","4","5","5","0","4.4","Hz cache load rate","0.254","","0.044","","","","expanded through catalog CPU cache speed level 36; in-game curve is uncapped","Per CPU package cache speed."
"upgrade_tier","cacheSpeed","Cache Speed","cache","6","5","5","6","7","0","6.4","Hz cache load rate","0.300","","0.046","","","","expanded through catalog CPU cache speed level 36; in-game curve is uncapped","Per CPU package cache speed."
"upgrade_tier","cacheSpeed","Cache Speed","cache","7","6","6","7","10","0","9.3","Hz cache load rate","0.347","","0.047","","","","expanded through catalog CPU cache speed level 36; in-game curve is uncapped","Per CPU package cache speed."
"upgrade_tier","cacheSpeed","Cache Speed","cache","8","7","7","8","14","0","13.5","Hz cache load rate","0.395","","0.048","","","","expanded through catalog CPU cache speed level 36; in-game curve is uncapped","Per CPU package cache speed."
"upgrade_tier","cacheSpeed","Cache Speed","cache","9","8","8","9","19","0","19.5","Hz cache load rate","0.444","","0.049","","","","expanded through catalog CPU cache speed level 36; in-game curve is uncapped","Per CPU package cache speed."
"upgrade_tier","cacheSpeed","Cache Speed","cache","10","9","9","10","26","0","28.3","Hz cache load rate","0.494","","0.050","","","","expanded through catalog CPU cache speed level 36; in-game curve is uncapped","Per CPU package cache speed."
"upgrade_tier","cacheSpeed","Cache Speed","cache","11","10","10","11","36","0","41.1","Hz cache load rate","0.544","","0.051","","","","expanded through catalog CPU cache speed level 36; in-game curve is uncapped","Per CPU package cache speed."
"upgrade_tier","cacheSpeed","Cache Speed","cache","12","11","11","12","50","0","59.6","Hz cache load rate","0.596","","0.051","","","","expanded through catalog CPU cache speed level 36; in-game curve is uncapped","Per CPU package cache speed."
"upgrade_tier","cacheSpeed","Cache Speed","cache","13","12","12","13","69","0","86.4","Hz cache load rate","0.648","","0.052","","","","expanded through catalog CPU cache speed level 36; in-game curve is uncapped","Per CPU package cache speed."
"upgrade_tier","cacheSpeed","Cache Speed","cache","14","13","13","14","95","0","125.3","Hz cache load rate","0.701","","0.053","","","","expanded through catalog CPU cache speed level 36; in-game curve is uncapped","Per CPU package cache speed."
"upgrade_tier","cacheSpeed","Cache Speed","cache","15","14","14","15","132","0","181.6","Hz cache load rate","0.754","","0.053","","","","expanded through catalog CPU cache speed level 36; in-game curve is uncapped","Per CPU package cache speed."
"upgrade_tier","cacheSpeed","Cache Speed","cache","16","15","15","16","182","0","263.3","Hz cache load rate","0.808","","0.054","","","","expanded through catalog CPU cache speed level 36; in-game curve is uncapped","Per CPU package cache speed."
"upgrade_tier","cacheSpeed","Cache Speed","cache","17","16","16","17","251","0","381.8","Hz cache load rate","0.862","","0.054","","","","expanded through catalog CPU cache speed level 36; in-game curve is uncapped","Per CPU package cache speed."
"upgrade_tier","cacheSpeed","Cache Speed","cache","18","17","17","18","346","0","553.7","Hz cache load rate","0.918","","0.055","","","","expanded through catalog CPU cache speed level 36; in-game curve is uncapped","Per CPU package cache speed."
"upgrade_tier","cacheSpeed","Cache Speed","cache","19","18","18","19","478","0","802.8","Hz cache load rate","0.973","","0.056","","","","expanded through catalog CPU cache speed level 36; in-game curve is uncapped","Per CPU package cache speed."
"upgrade_tier","cacheSpeed","Cache Speed","cache","20","19","19","20","659","0","1164.1","Hz cache load rate","1.029","","0.056","","","","expanded through catalog CPU cache speed level 36; in-game curve is uncapped","Per CPU package cache speed."
"upgrade_tier","cacheSpeed","Cache Speed","cache","21","20","20","21","909","0","1688","Hz cache load rate","1.085","","0.056","","","","expanded through catalog CPU cache speed level 36; in-game curve is uncapped","Per CPU package cache speed."
"upgrade_tier","cacheSpeed","Cache Speed","cache","22","21","21","22","1255","0","2447.5","Hz cache load rate","1.142","","0.057","","","","expanded through catalog CPU cache speed level 36; in-game curve is uncapped","Per CPU package cache speed."
"upgrade_tier","cacheSpeed","Cache Speed","cache","23","22","22","23","1732","0","3548.9","Hz cache load rate","1.200","","0.057","","","","expanded through catalog CPU cache speed level 36; in-game curve is uncapped","Per CPU package cache speed."
"upgrade_tier","cacheSpeed","Cache Speed","cache","24","23","23","24","2390","0","5145.9","Hz cache load rate","1.257","","0.058","","","","expanded through catalog CPU cache speed level 36; in-game curve is uncapped","Per CPU package cache speed."
"upgrade_tier","cacheSpeed","Cache Speed","cache","25","24","24","25","3298","0","7461.6","Hz cache load rate","1.315","","0.058","","","","expanded through catalog CPU cache speed level 36; in-game curve is uncapped","Per CPU package cache speed."
"upgrade_tier","cacheSpeed","Cache Speed","cache","26","25","25","26","4551","0","10819.3","Hz cache load rate","1.374","","0.058","","","","expanded through catalog CPU cache speed level 36; in-game curve is uncapped","Per CPU package cache speed."
"upgrade_tier","cacheSpeed","Cache Speed","cache","27","26","26","27","6281","0","15688","Hz cache load rate","1.432","","0.059","","","","expanded through catalog CPU cache speed level 36; in-game curve is uncapped","Per CPU package cache speed."
"upgrade_tier","cacheSpeed","Cache Speed","cache","28","27","27","28","8667","0","22747.6","Hz cache load rate","1.492","","0.059","","","","expanded through catalog CPU cache speed level 36; in-game curve is uncapped","Per CPU package cache speed."
"upgrade_tier","cacheSpeed","Cache Speed","cache","29","28","28","29","11961","0","32984.1","Hz cache load rate","1.551","","0.059","","","","expanded through catalog CPU cache speed level 36; in-game curve is uncapped","Per CPU package cache speed."
"upgrade_tier","cacheSpeed","Cache Speed","cache","30","29","29","30","16506","0","47826.9","Hz cache load rate","1.611","","0.060","","","","expanded through catalog CPU cache speed level 36; in-game curve is uncapped","Per CPU package cache speed."
"upgrade_tier","cacheSpeed","Cache Speed","cache","31","30","30","31","22778","0","69349","Hz cache load rate","1.671","","0.060","","","","expanded through catalog CPU cache speed level 36; in-game curve is uncapped","Per CPU package cache speed."
"upgrade_tier","cacheSpeed","Cache Speed","cache","32","31","31","32","31434","0","100556","Hz cache load rate","1.731","","0.060","","","","expanded through catalog CPU cache speed level 36; in-game curve is uncapped","Per CPU package cache speed."
"upgrade_tier","cacheSpeed","Cache Speed","cache","33","32","32","33","43379","0","145806.2","Hz cache load rate","1.792","","0.061","","","","expanded through catalog CPU cache speed level 36; in-game curve is uncapped","Per CPU package cache speed."
"upgrade_tier","cacheSpeed","Cache Speed","cache","34","33","33","34","59863","0","211419","Hz cache load rate","1.853","","0.061","","","","expanded through catalog CPU cache speed level 36; in-game curve is uncapped","Per CPU package cache speed."
"upgrade_tier","cacheSpeed","Cache Speed","cache","35","34","34","35","82611","0","306557.6","Hz cache load rate","1.915","","0.061","","","","expanded through catalog CPU cache speed level 36; in-game curve is uncapped","Per CPU package cache speed."
"upgrade_tier","cacheSpeed","Cache Speed","cache","36","35","35","36","114004","0","444508.5","Hz cache load rate","1.976","","0.062","","","","expanded through catalog CPU cache speed level 36; in-game curve is uncapped","Per CPU package cache speed."
"upgrade_tier","core","Add Core","cpu","2","1","1","2","140","5","2","CPU package cores","1.540","","0.770","","","","expanded through catalog single-package CPU ceiling of 64 cores; in-game curve is uncapped","Adds one new level-1 core to the selected CPU package."
"upgrade_tier","core","Add Core","cpu","3","2","2","3","287","7","3","CPU package cores","2.310","","0.770","","","","expanded through catalog single-package CPU ceiling of 64 cores; in-game curve is uncapped","Adds one new level-1 core to the selected CPU package."
"upgrade_tier","core","Add Core","cpu","4","3","3","4","588","11","4","CPU package cores","3.080","","0.770","","","","expanded through catalog single-package CPU ceiling of 64 cores; in-game curve is uncapped","Adds one new level-1 core to the selected CPU package."
"upgrade_tier","core","Add Core","cpu","5","4","4","5","1206","15","5","CPU package cores","3.850","","0.770","","","","expanded through catalog single-package CPU ceiling of 64 cores; in-game curve is uncapped","Adds one new level-1 core to the selected CPU package."
"upgrade_tier","core","Add Core","cpu","6","5","5","6","2473","22","6","CPU package cores","4.620","","0.770","","","","expanded through catalog single-package CPU ceiling of 64 cores; in-game curve is uncapped","Adds one new level-1 core to the selected CPU package."
"upgrade_tier","core","Add Core","cpu","7","6","6","7","5069","32","7","CPU package cores","5.390","","0.770","","","","expanded through catalog single-package CPU ceiling of 64 cores; in-game curve is uncapped","Adds one new level-1 core to the selected CPU package."
"upgrade_tier","core","Add Core","cpu","8","7","7","8","10391","46","8","CPU package cores","6.160","","0.770","","","","expanded through catalog single-package CPU ceiling of 64 cores; in-game curve is uncapped","Adds one new level-1 core to the selected CPU package."
"upgrade_tier","core","Add Core","cpu","9","8","8","9","21301","67","9","CPU package cores","6.930","","0.770","","","","expanded through catalog single-package CPU ceiling of 64 cores; in-game curve is uncapped","Adds one new level-1 core to the selected CPU package."
"upgrade_tier","core","Add Core","cpu","10","9","9","10","43668","98","10","CPU package cores","7.700","","0.770","","","","expanded through catalog single-package CPU ceiling of 64 cores; in-game curve is uncapped","Adds one new level-1 core to the selected CPU package."
"upgrade_tier","core","Add Core","cpu","11","10","10","11","89518","142","11","CPU package cores","8.470","","0.770","","","","expanded through catalog single-package CPU ceiling of 64 cores; in-game curve is uncapped","Adds one new level-1 core to the selected CPU package."
"upgrade_tier","core","Add Core","cpu","12","11","11","12","183513","205","12","CPU package cores","9.240","","0.770","","","","expanded through catalog single-package CPU ceiling of 64 cores; in-game curve is uncapped","Adds one new level-1 core to the selected CPU package."
"upgrade_tier","core","Add Core","cpu","13","12","12","13","376201","298","13","CPU package cores","10.010","","0.770","","","","expanded through catalog single-package CPU ceiling of 64 cores; in-game curve is uncapped","Adds one new level-1 core to the selected CPU package."
"upgrade_tier","core","Add Core","cpu","14","13","13","14","771213","432","14","CPU package cores","10.780","","0.770","","","","expanded through catalog single-package CPU ceiling of 64 cores; in-game curve is uncapped","Adds one new level-1 core to the selected CPU package."
"upgrade_tier","core","Add Core","cpu","15","14","14","15","1580987","626","15","CPU package cores","11.550","","0.770","","","","expanded through catalog single-package CPU ceiling of 64 cores; in-game curve is uncapped","Adds one new level-1 core to the selected CPU package."
"upgrade_tier","core","Add Core","cpu","16","15","15","16","3241023","908","16","CPU package cores","12.320","","0.770","","","","expanded through catalog single-package CPU ceiling of 64 cores; in-game curve is uncapped","Adds one new level-1 core to the selected CPU package."
"upgrade_tier","core","Add Core","cpu","17","16","16","17","6644097","1317","17","CPU package cores","13.090","","0.770","","","","expanded through catalog single-package CPU ceiling of 64 cores; in-game curve is uncapped","Adds one new level-1 core to the selected CPU package."
"upgrade_tier","core","Add Core","cpu","18","17","17","18","13620398","1909","18","CPU package cores","13.860","","0.770","","","","expanded through catalog single-package CPU ceiling of 64 cores; in-game curve is uncapped","Adds one new level-1 core to the selected CPU package."
"upgrade_tier","core","Add Core","cpu","19","18","18","19","27921817","2768","19","CPU package cores","14.630","","0.770","","","","expanded through catalog single-package CPU ceiling of 64 cores; in-game curve is uncapped","Adds one new level-1 core to the selected CPU package."
"upgrade_tier","core","Add Core","cpu","20","19","19","20","57239724","4014","20","CPU package cores","15.400","","0.770","","","","expanded through catalog single-package CPU ceiling of 64 cores; in-game curve is uncapped","Adds one new level-1 core to the selected CPU package."
"upgrade_tier","core","Add Core","cpu","21","20","20","21","117341435","5821","21","CPU package cores","16.170","","0.770","","","","expanded through catalog single-package CPU ceiling of 64 cores; in-game curve is uncapped","Adds one new level-1 core to the selected CPU package."
"upgrade_tier","core","Add Core","cpu","22","21","21","22","240549942","8440","22","CPU package cores","16.940","","0.770","","","","expanded through catalog single-package CPU ceiling of 64 cores; in-game curve is uncapped","Adds one new level-1 core to the selected CPU package."
"upgrade_tier","core","Add Core","cpu","23","22","22","23","493127381","12238","23","CPU package cores","17.710","","0.770","","","","expanded through catalog single-package CPU ceiling of 64 cores; in-game curve is uncapped","Adds one new level-1 core to the selected CPU package."
"upgrade_tier","core","Add Core","cpu","24","23","23","24","1010911132","17745","24","CPU package cores","18.480","","0.770","","","","expanded through catalog single-package CPU ceiling of 64 cores; in-game curve is uncapped","Adds one new level-1 core to the selected CPU package."
"upgrade_tier","core","Add Core","cpu","25","24","24","25","2072367820","25730","25","CPU package cores","19.250","","0.770","","","","expanded through catalog single-package CPU ceiling of 64 cores; in-game curve is uncapped","Adds one new level-1 core to the selected CPU package."
"upgrade_tier","core","Add Core","cpu","26","25","25","26","4248354032","37308","26","CPU package cores","20.020","","0.770","","","","expanded through catalog single-package CPU ceiling of 64 cores; in-game curve is uncapped","Adds one new level-1 core to the selected CPU package."
"upgrade_tier","core","Add Core","cpu","27","26","26","27","8709125765","54097","27","CPU package cores","20.790","","0.770","","","","expanded through catalog single-package CPU ceiling of 64 cores; in-game curve is uncapped","Adds one new level-1 core to the selected CPU package."
"upgrade_tier","core","Add Core","cpu","28","27","27","28","17853707818","78440","28","CPU package cores","21.560","","0.770","","","","expanded through catalog single-package CPU ceiling of 64 cores; in-game curve is uncapped","Adds one new level-1 core to the selected CPU package."
"upgrade_tier","core","Add Core","cpu","29","28","28","29","36600101028","113738","29","CPU package cores","22.330","","0.770","","","","expanded through catalog single-package CPU ceiling of 64 cores; in-game curve is uncapped","Adds one new level-1 core to the selected CPU package."
"upgrade_tier","core","Add Core","cpu","30","29","29","30","75030207107","164920","30","CPU package cores","23.100","","0.770","","","","expanded through catalog single-package CPU ceiling of 64 cores; in-game curve is uncapped","Adds one new level-1 core to the selected CPU package."
"upgrade_tier","core","Add Core","cpu","31","30","30","31","153811924569","239134","31","CPU package cores","23.870","","0.770","","","","expanded through catalog single-package CPU ceiling of 64 cores; in-game curve is uncapped","Adds one new level-1 core to the selected CPU package."
"upgrade_tier","core","Add Core","cpu","32","31","31","32","315314445366","346745","32","CPU package cores","24.640","","0.770","","","","expanded through catalog single-package CPU ceiling of 64 cores; in-game curve is uncapped","Adds one new level-1 core to the selected CPU package."
