activeDurationMs,index,kind,profileId,startsAtMs
900000,103,check-in,engaged,792504000
900000,104,check-in,engaged,800172000
900000,105,check-in,engaged,807840000
900000,106,check-in,engaged,815508000
900000,107,check-in,engaged,823176000
900000,108,check-in,engaged,830844000
900000,109,check-in,engaged,838512000
900000,110,check-in,engaged,846180000
900000,111,check-in,engaged,853848000
900000,112,check-in,engaged,861516000
900000,113,check-in,engaged,869184000
900000,114,check-in,engaged,876852000
900000,115,check-in,engaged,884520000
900000,116,check-in,engaged,892188000
900000,117,check-in,engaged,899856000
900000,118,check-in,engaged,907524000
900000,119,check-in,engaged,915192000
900000,120,check-in,engaged,922860000
900000,121,check-in,engaged,930528000
900000,122,check-in,engaged,938196000
900000,123,check-in,engaged,945864000
900000,124,check-in,engaged,953532000
900000,125,check-in,engaged,961200000
900000,126,check-in,engaged,968868000
900000,127,check-in,engaged,976536000
900000,128,check-in,engaged,984204000
900000,129,check-in,engaged,991872000
900000,130,check-in,engaged,999540000
900000,131,check-in,engaged,1007208000
900000,132,check-in,engaged,1014876000
900000,133,check-in,engaged,1022544000
900000,134,check-in,engaged,1030212000
900000,135,check-in,engaged,1037880000
900000,136,check-in,engaged,1045548000
900000,137,check-in,engaged,1053216000
900000,138,check-in,engaged,1060884000
900000,139,check-in,engaged,1068552000
900000,140,check-in,engaged,1076220000
900000,141,check-in,engaged,1083888000
900000,142,check-in,engaged,1091556000
900000,143,check-in,engaged,1099224000
900000,144,check-in,engaged,1106892000
900000,145,check-in,engaged,1114560000
900000,146,check-in,engaged,1122228000
900000,147,check-in,engaged,1129896000
900000,148,check-in,engaged,1137564000
900000,149,check-in,engaged,1145232000
900000,150,check-in,engaged,1152900000
900000,151,check-in,engaged,1160568000
900000,152,check-in,engaged,1168236000
900000,153,check-in,engaged,1175904000
900000,154,check-in,engaged,1183572000
900000,155,check-in,engaged,1191240000
900000,156,check-in,engaged,1198908000
900000,157,check-in,engaged,1206576000
1800000,0,check-in,optimizer,0
1800000,1,check-in,optimizer,8568000
1800000,2,check-in,optimizer,17136000
1800000,3,check-in,optimizer,25704000
1800000,4,check-in,optimizer,34272000
1800000,5,check-in,optimizer,42840000
1800000,6,check-in,optimizer,51408000
1800000,7,check-in,optimizer,59976000
1800000,8,check-in,optimizer,68544000
1800000,9,check-in,optimizer,77112000
1800000,10,check-in,optimizer,85680000
1800000,11,check-in,optimizer,94248000
1800000,12,check-in,optimizer,102816000
1800000,13,check-in,optimizer,111384000
1800000,14,check-in,optimizer,119952000
1800000,15,check-in,optimizer,128520000
1800000,16,check-in,optimizer,137088000
1800000,17,check-in,optimizer,145656000
1800000,18,check-in,optimizer,154224000
1800000,19,check-in,optimizer,162792000
1800000,20,check-in,optimizer,171360000
1800000,21,check-in,optimizer,179928000
1800000,22,check-in,optimizer,188496000
1800000,23,check-in,optimizer,197064000
1800000,24,check-in,optimizer,205632000
1800000,25,check-in,optimizer,214200000
1800000,26,check-in,optimizer,222768000
1800000,27,check-in,optimizer,231336000
1800000,28,check-in,optimizer,239904000
1800000,29,check-in,optimizer,248472000
1800000,30,check-in,optimizer,257040000
1800000,31,check-in,optimizer,265608000
1800000,32,check-in,optimizer,274176000
1800000,33,check-in,optimizer,282744000
1800000,34,check-in,optimizer,291312000
1800000,35,check-in,optimizer,299880000
1800000,36,check-in,optimizer,308448000
1800000,37,check-in,optimizer,317016000
1800000,38,check-in,optimizer,325584000
1800000,39,check-in,optimizer,334152000
1800000,40,check-in,optimizer,342720000
1800000,41,check-in,optimizer,351288000
1800000,42,check-in,optimizer,359856000
1800000,43,check-in,optimizer,368424000
1800000,44,check-in,optimizer,376992000
1800000,45,check-in,optimizer,385560000
1800000,46,check-in,optimizer,394128000
1800000,47,check-in,optimizer,402696000
1800000,48,check-in,optimizer,411264000
1800000,49,check-in,optimizer,419832000
1800000,50,check-in,optimizer,428400000
1800000,51,check-in,optimizer,436968000
1800000,52,check-in,optimizer,445536000
1800000,53,check-in,optimizer,454104000
1800000,54,check-in,optimizer,462672000
1800000,55,check-in,optimizer,471240000
1800000,56,check-in,optimizer,479808000
1800000,57,check-in,optimizer,488376000
1800000,58,check-in,optimizer,496944000
1800000,59,check-in,optimizer,505512000
1800000,60,check-in,optimizer,514080000
1800000,61,check-in,optimizer,522648000
1800000,62,check-in,optimizer,531216000
1800000,63,check-in,optimizer,539784000
1800000,64,check-in,optimizer,548352000
1800000,65,check-in,optimizer,556920000
1800000,66,check-in,optimizer,565488000
1800000,67,check-in,optimizer,574056000
1800000,68,check-in,optimizer,582624000
1800000,69,check-in,optimizer,591192000
1800000,70,check-in,optimizer,599760000
1800000,71,check-in,optimizer,608328000
1800000,72,check-in,optimizer,616896000
1800000,73,check-in,optimizer,625464000
1800000,74,check-in,optimizer,634032000
1800000,75,check-in,optimizer,642600000
1800000,76,check-in,optimizer,651168000
1800000,77,check-in,optimizer,659736000
1800000,78,check-in,optimizer,668304000
1800000,79,check-in,optimizer,676872000
1800000,80,check-in,optimizer,685440000
1800000,81,check-in,optimizer,694008000
1800000,82,check-in,optimizer,702576000
1800000,83,check-in,optimizer,711144000
1800000,84,check-in,optimizer,719712000
1800000,85,check-in,optimizer,728280000
1800000,86,check-in,optimizer,736848000
1800000,87,check-in,optimizer,745416000
1800000,88,check-in,optimizer,753984000
1800000,89,check-in,optimizer,762552000
1800000,90,check-in,optimizer,771120000
1800000,91,check-in,optimizer,779688000
1800000,92,check-in,optimizer,788256000
1800000,93,check-in,optimizer,796824000
1800000,94,check-in,optimizer,805392000
1800000,95,check-in,optimizer,813960000
1800000,96,check-in,optimizer,822528000
1800000,97,check-in,optimizer,831096000
1800000,98,check-in,optimizer,839664000
1800000,99,check-in,optimizer,848232000
1800000,100,check-in,optimizer,856800000
1800000,101,check-in,optimizer,865368000
1800000,102,check-in,optimizer,873936000
1800000,103,check-in,optimizer,882504000
1800000,104,check-in,optimizer,891072000
1800000,105,check-in,optimizer,899640000
1800000,106,check-in,optimizer,908208000
1800000,107,check-in,optimizer,916776000
1800000,108,check-in,optimizer,925344000
1800000,109,check-in,optimizer,933912000
1800000,110,check-in,optimizer,942480000
1800000,111,check-in,optimizer,951048000
1800000,112,check-in,optimizer,959616000
1800000,113,check-in,optimizer,968184000
1800000,114,check-in,optimizer,976752000
1800000,115,check-in,optimizer,985320000
1800000,116,check-in,optimizer,993888000
1800000,117,check-in,optimizer,1002456000
1800000,118,check-in,optimizer,1011024000
1800000,119,check-in,optimizer,1019592000
1800000,120,check-in,optimizer,1028160000
1800000,121,check-in,optimizer,1036728000
1800000,122,check-in,optimizer,1045296000
1800000,123,check-in,optimizer,1053864000
1800000,124,check-in,optimizer,1062432000
1800000,125,check-in,optimizer,1071000000
1800000,126,check-in,optimizer,1079568000
1800000,127,check-in,optimizer,1088136000
1800000,128,check-in,optimizer,1096704000
1800000,129,check-in,optimizer,1105272000
1800000,130,check-in,optimizer,1113840000
1800000,131,check-in,optimizer,1122408000
1800000,132,check-in,optimizer,1130976000
1800000,133,check-in,optimizer,1139544000
1800000,134,check-in,optimizer,1148112000
1800000,135,check-in,optimizer,1156680000
1800000,136,check-in,optimizer,1165248000
1800000,137,check-in,optimizer,1173816000
1800000,138,check-in,optimizer,1182384000
1800000,139,check-in,optimizer,1190952000
1800000,140,check-in,optimizer,1199520000
1800000,141,check-in,optimizer,1208088000
